Symbols,Score,min_ranking,median_ranking
RPL13AP3,0.8122448979591836,3575.0,19655.0
PCDHA11,0.8121415654869543,311.0,16389.0
CALHM3,0.8120898992508396,1743.0,17820.0
MIR3178,0.8120898992508396,3635.0,19712.0
CRCT1,0.8120898992508396,99.0,16176.0
CCDC180,0.8120382330147249,106.0,16182.0
ZNF530,0.8119865667786101,680.0,16755.0
MIR573,0.8119349005424955,3571.0,19645.0
SMCO4,0.8119349005424955,1381.0,17455.0
ZNF695,0.8119349005424955,278.0,16352.0
ZNF660,0.8118832343063808,770.0,16843.0
SPATA12,0.8118832343063808,2413.0,18486.0
MYZAP,0.8118315680702661,16.0,16088.0
OR4K5,0.8117799018341514,1917.0,17988.0
CD163L1,0.8117799018341514,660.0,16731.0
MIR4289,0.8117799018341514,3637.0,19708.0
PERM1,0.8117282355980366,134.0,16204.0
GOLGA8N,0.8115732368896926,1828.0,17895.0
CFAP74,0.8115215706535779,747.0,16813.0
C1ORF54,0.8115215706535779,1612.0,17678.0
CIBAR2,0.8114699044174631,191.0,16256.0
CFAP46,0.8114699044174631,64.0,16129.0
C11ORF80,0.8114699044174631,872.0,16937.0
ZNF624,0.8114699044174631,1045.0,17110.0
SLFN14,0.8114699044174631,812.0,16877.0
CCDC54,0.8114182381813485,630.0,16694.0
GOLGA8S,0.8114182381813485,1982.0,18046.0
KCNK7,0.8113149057091191,196.0,16258.0
FTCDNL1,0.8113149057091191,336.0,16398.0
OR10G6,0.8113149057091191,2420.0,18482.0
RHEX,0.8112632394730044,1184.0,17245.0
OR2B3,0.8112632394730044,2493.0,18554.0
GATC,0.811237406354947,184.0,16244.5
LCN12,0.8112115732368896,16.0,16076.0
ZNF92,0.8111082407646603,146.0,16204.0
DPH3P1,0.8111082407646603,3404.0,19462.0
ZNF816,0.8110565745285456,339.0,16396.0
OR4M2,0.8110049082924309,1981.0,18037.0
OR6C3,0.8109532420563162,710.0,16765.0
PRAMEF4,0.8109532420563162,1385.0,17440.0
LINC00307,0.8108499095840868,3684.0,19737.0
PCDHB13,0.8107982433479721,550.0,16602.0
KIR3DL3,0.8107982433479721,1111.0,17163.0
ZNF22-AS1,0.8107465771118574,3587.0,19638.0
QRICH2,0.8107465771118574,919.0,16970.0
OR2F1,0.8106949108757427,1403.0,17453.0
ZBED2,0.8105915784035133,523.0,16571.0
ODF4,0.8104882459312839,459.0,16505.0
MRGPRG,0.8104365796951692,967.0,17012.0
ZIM3,0.8104365796951692,489.0,16534.0
ZNF721,0.8103849134590545,428.0,16472.0
CCDC13,0.8103332472229398,172.0,16215.0
C20ORF144,0.8103332472229398,489.0,16532.0
LSMEM1,0.8102815809868251,31.0,16073.0
TAFA3,0.8102815809868251,184.0,16226.0
MIR126,0.8100232498062516,2901.0,18938.0
C9ORF16,0.8100232498062516,756.0,16793.0
ZNF487,0.8100232498062516,1461.0,17498.0
PRICKLE2-AS2,0.8099715835701369,3682.0,19718.0
FBXL8,0.8099715835701369,400.0,16436.0
MIR203B,0.8099715835701369,3365.0,19401.0
SNHG32,0.8099199173340222,1393.0,17428.0
NKAIN3,0.8098682510979075,1367.0,17401.0
C20ORF96,0.8098682510979075,209.0,16243.0
FAM221A,0.8098165848617929,375.0,16408.0
DZANK1,0.8096615861534487,150.0,16180.0
ADGRG5,0.8096615861534487,472.0,16502.0
PRRT3-AS1,0.809609919917334,3667.0,19696.0
ERICH5,0.8095582536812194,832.0,16860.0
NKAPD1,0.8095582536812194,204.0,16232.0
IGHV3-15,0.8094549212089899,1008.0,17034.0
TMEM186,0.8094549212089899,320.0,16346.0
VXN,0.8094032549728752,589.0,16614.0
C16ORF86,0.8093515887367605,3282.0,19306.0
C4ORF46,0.8091449237923017,1003.0,17023.0
CCDC69,0.809093257556187,823.0,16842.0
C17ORF50,0.8089899250839576,3531.0,19548.0
WDR89,0.8089899250839576,262.0,16279.0
OR2T10,0.808938258847843,2531.0,18547.0
RNF212B,0.808938258847843,88.0,16104.0
SPIN2B,0.8088865926117282,550.0,16565.0
MIR125B1,0.8088865926117282,2958.0,18973.0
OR6C2,0.8088865926117282,592.0,16607.0
LRRC14B,0.8088865926117282,424.0,16439.0
PRR22,0.8087315939033841,1321.0,17333.0
ZNF493,0.8087315939033841,684.0,16696.0
FAM161B,0.8086799276672695,318.0,16329.0
BICRAL,0.8086799276672695,336.0,16347.0
TP53TG3C,0.80857659519504,1644.0,17653.0
KNOP1,0.80857659519504,346.0,16355.0
TP53TG3B,0.80857659519504,1645.0,17654.0
CLCA3P,0.8085249289589254,3065.0,19073.0
MIR942,0.8084732627228106,3630.0,19637.0
AQP12A,0.8083182640144665,276.0,16280.0
GOLGA8K,0.8083182640144665,2041.0,18045.0
SETD9,0.8081632653061225,552.0,16553.0
TRAM1L1,0.8081632653061225,221.0,16222.0
CCDC66,0.8081115990700077,45.0,16045.0
CLEC17A,0.8080599328338931,1067.0,17066.0
SFT2D3,0.8080599328338931,1393.0,17392.0
SERPINA2,0.8080082665977784,3533.0,19531.0
FRA10AC1,0.8080082665977784,349.0,16347.0
DCBLD1,0.8080082665977784,445.0,16443.0
PCNAP1,0.807904934125549,3742.0,19738.0
MIR5707,0.8078016016533196,3744.0,19738.0
ZNF620,0.8077499354172049,1123.0,17116.0
MIR4735,0.8077499354172049,3743.0,19736.0
SFTA1P,0.8077499354172049,3745.0,19738.0
SELENOV,0.8077499354172049,477.0,16470.0
CCDC163,0.8076982691810901,3746.0,19738.0
MIR374B,0.8076466029449755,3598.0,19589.0
MIR217,0.8076466029449755,3367.0,19358.0
C1ORF56,0.8075432704727461,170.0,16159.0
ARPIN,0.8074916042366314,398.0,16386.0
TMEM150B,0.8074399380005166,10.0,15997.0
PTX4,0.807388271764402,142.0,16128.0
FAM219A,0.8073366055282872,129.0,16114.0
PRAC1,0.8073366055282872,969.0,16954.0
C1ORF21,0.8073366055282872,498.0,16483.0
OR52K2,0.8073366055282872,2479.0,18464.0
TPSD1,0.8072849392921726,38.0,16022.0
ZAR1L,0.8072849392921726,108.0,16092.0
TRABD2B,0.8072332730560579,390.0,16373.0
MS4A7,0.8072332730560579,820.0,16803.0
PFN3,0.8071816068199432,54.0,16036.0
ZNF718,0.8070782743477137,471.0,16451.0
MIR219A2,0.8069749418754844,3672.0,19650.0
INSL4,0.806871609403255,1096.0,17072.0
GIMAP1,0.806871609403255,368.0,16344.0
ZC3HAV1L,0.806871609403255,405.0,16381.0
PCDHGA5,0.8068199431671402,316.0,16291.0
GAL3ST3,0.8066649444587962,142.0,16114.0
HROB,0.8066649444587962,72.0,16044.0
SHOC1,0.8064582795143374,622.0,16590.0
CDKL4,0.8064582795143374,69.0,16037.0
ADGRF2,0.8064582795143374,374.0,16342.0
INSYN2B,0.806354947042108,697.0,16663.0
TMEM101,0.8063032808059933,383.0,16348.0
DMAC1,0.8062516145698786,482.0,16446.0
SMIM14,0.8061999483337638,563.0,16526.0
TMEM9B,0.8061999483337638,192.0,16155.0
FAM117A,0.8061999483337638,785.0,16748.0
C6ORF141,0.8061482820976492,381.0,16343.0
KIAA0040,0.8060966158615345,781.0,16742.0
MIR891B,0.8060966158615345,3631.0,19592.0
NBPF14,0.8060449496254198,796.0,16756.0
S100PBP,0.8059932833893051,710.0,16669.0
NUGGC,0.8059416171531903,1227.0,17185.0
VWA3A,0.8058899509170757,504.0,16461.0
OR4X1,0.8058899509170757,1056.0,17013.0
IQCF1,0.8057866184448463,309.0,16264.0
TBATA,0.8057866184448463,237.0,16192.0
GPR150,0.8057866184448463,722.0,16677.0
GPATCH11,0.8057866184448463,497.0,16452.0
PXT1,0.8057866184448463,598.0,16553.0
OR52H1,0.8056316197365022,1973.0,17925.0
PSORS1C2,0.8056316197365022,127.0,16079.0
TMEM251,0.8055541203823301,1591.0,17541.5
C1QTNF5,0.8054766210281581,282.0,16231.0
OR52E6,0.8054249547920433,2857.0,18805.0
OR1Q1,0.8054249547920433,697.0,16645.0
RFTN2,0.8053732885559287,440.0,16387.0
C12ORF50,0.8053732885559287,755.0,16702.0
MAGEA8,0.8053732885559287,443.0,16390.0
TAC4,0.8053732885559287,35.0,15982.0
LOH12CR2,0.805321622319814,3778.0,19724.0
TMEM39A,0.8052699560836993,777.0,16722.0
FAM210B,0.8051149573753552,374.0,16316.0
VMO1,0.8050632911392405,401.0,16342.0
CFAP77,0.8050116249031258,2250.0,18190.0
OR2T2,0.8049599586670111,1979.0,17918.0
FRG2,0.8049599586670111,491.0,16430.0
KRT83,0.804804959958667,9.0,15945.0
TMEM182,0.804804959958667,255.0,16191.0
MS4A14,0.804804959958667,1090.0,17026.0
ZNF586,0.8047532937225523,2227.0,18162.0
RTL5,0.8047532937225523,700.0,16635.0
FENDRR,0.8047016274864376,3063.0,18997.0
FAM160A1,0.8047016274864376,274.0,16208.0
VSIG10,0.8047016274864376,1025.0,16959.0
WFDC8,0.8047016274864376,78.0,16012.0
MDP1,0.804649961250323,1133.0,17066.0
DEFB124,0.804649961250323,2338.0,18271.0
SNHG3,0.804649961250323,3589.0,19522.0
MIR4663,0.8043916300697495,3780.0,19708.0
TP53TG3D,0.8043399638336347,1694.0,17621.0
TCEAL4,0.8043399638336347,640.0,16567.0
ZNF781,0.8042366313614053,589.0,16514.0
NCR3LG1,0.8041849651252906,215.0,16139.0
CATSPERZ,0.804133298889176,1375.0,17298.0
UBTD1,0.8040299664169466,380.0,16301.0
OBP2B,0.8038749677086025,833.0,16751.0
MIR221,0.8038749677086025,3608.0,19526.0
HDGFL2,0.8038233014724877,3077.0,18994.0
EFCAB14,0.803616636528029,64.0,15977.0
MT-TF,0.8034358047016275,304.0,16213.5
CRACR2B,0.8033583053474554,128.0,16036.0
GJB7,0.8032549728752261,209.0,16115.0
TCP11X2,0.803099974166882,693.0,16596.0
SSC5D,0.8029966416946526,1085.0,16986.0
BPIFA2,0.8029966416946526,194.0,16095.0
RBFA,0.8029966416946526,649.0,16550.0
C10ORF105,0.8029449754585378,2736.0,18636.0
TMEM117,0.8029449754585378,1812.0,17712.0
TMEM198B,0.8028933092224232,3835.0,19734.0
KLHL36,0.8028933092224232,1171.0,17070.0
KIAA0895L,0.8027383105140791,3248.0,19144.0
ARMCX5,0.8025316455696202,1153.0,17045.0
ZNF517,0.8024283130973908,613.0,16503.0
C19ORF48,0.8024283130973908,380.0,16270.0
TM4SF19,0.8024283130973908,472.0,16362.0
CNTD1,0.8024283130973908,92.0,15982.0
GPR137C,0.8022216481529321,150.0,16036.0
ZNF222,0.8021699819168173,695.0,16580.0
PRSS37,0.8020149832084733,273.0,16155.0
AUNIP,0.8020149832084733,659.0,16541.0
OR4N2,0.8019633169723586,2031.0,17912.0
SCP2D1,0.8018599845001292,87.0,15966.0
MIR339,0.8018083182640144,3737.0,19615.0
TPRG1L,0.8018083182640144,264.0,16142.0
METTL26,0.8017566520278998,627.0,16504.0
RHPN1-AS1,0.8017049857917851,3779.0,19655.0
C1ORF226,0.8015499870834409,899.0,16772.0
TMEM40,0.8014983208473263,386.0,16258.0
FAM149A,0.8014466546112116,773.0,16644.0
DEFB114,0.8014466546112116,1960.0,17831.0
ZNF648,0.8013949883750969,333.0,16203.0
NBPF10,0.8013949883750969,1654.0,17524.0
SLC25A34,0.8013433221389822,459.0,16328.0
C17ORF80,0.8013433221389822,11.0,15880.0
GCSAML,0.8011366571945234,1571.0,17436.0
CCDC110,0.8011366571945234,1642.0,17507.0
ZNF251,0.8010849909584087,610.0,16474.0
TSNAXIP1,0.8010333247222939,317.0,16180.0
SIGLEC14,0.8010333247222939,277.0,16140.0
TMEM229B,0.8009816584861793,1090.0,16952.0
CARD18,0.8009299922500646,60.0,15921.0
ZSCAN9,0.8009299922500646,1267.0,17128.0
MIR572,0.8008783260139499,3813.0,19673.0
THAP2,0.8006716610694911,772.0,16628.0
RNASE12,0.8006199948333764,3103.0,18958.0
ZBBX,0.8006199948333764,507.0,16362.0
ZC2HC1A,0.8005683285972617,222.0,16076.0
LY6G5C,0.8005683285972617,410.0,16264.0
PCDHGB3,0.8004649961250323,477.0,16329.0
SWI5,0.8004649961250323,186.0,16038.0
BPIFA3,0.8004133298889176,764.0,16615.0
RXFP3,0.8004133298889176,408.0,16259.0
S12,0.8003099974166882,3539.0,19388.0
C8ORF58,0.8002066649444588,3197.0,19044.0
FAM118A,0.8001033324722294,476.0,16321.0
PLSCR3,0.8001033324722294,3158.0,19003.0
GPR142,0.8001033324722294,748.0,16593.0
IFNA10,0.8000516662361147,1430.0,17274.0
ZPLD1,0.8,80.0,15923.0
TVP23A,0.7998966675277706,1886.0,17727.0
CHST5,0.7998966675277706,9.0,15850.0
C1ORF141,0.7997416688194265,1077.0,16915.0
ZNF418,0.7996900025833118,484.0,16321.0
GARNL3,0.7995866701110824,342.0,16177.0
SNHG28,0.7995350038749677,271.0,16105.0
SRARP,0.7993800051666237,1237.0,17068.0
TTC36,0.7992766726943942,268.0,16097.0
ART5,0.7992766726943942,661.0,16490.0
VN1R4,0.7992250064582795,1513.0,17341.0
TRIM49C,0.7991733402221648,1962.0,17789.0
ADAD2,0.7991216739860502,80.0,15906.0
ZNF770,0.7991216739860502,234.0,16060.0
RINL,0.7990183415138207,101.0,15925.0
IFITM10,0.7990183415138207,784.0,16608.0
OR13G1,0.7990183415138207,933.0,16757.0
OR5M11,0.7990183415138207,2519.0,18343.0
FAM72C,0.7988633428054767,1999.0,17820.0
CKLF,0.7988116765693619,784.0,16604.0
OST4,0.7987600103332472,65.0,15884.0
CFAP100,0.7986566778610178,60.0,15877.0
COX16,0.7983466804443297,118.0,15929.0
TPRXL,0.7982950142082149,697.0,16507.0
CTAG2,0.7982433479721003,757.0,16566.0
ZNF783,0.7982433479721003,943.0,16752.0
OR4F16,0.7981916817359855,3112.0,18920.0
PCDHGA9,0.7981400154998708,676.0,16483.0
TAS2R13,0.7980366830276414,1413.0,17218.0
DENND10,0.7977783518470679,778.0,16578.0
C20ORF202,0.7977266856109533,3739.0,19538.0
GLIPR1L1,0.7977266856109533,1632.0,17431.0
CCDC116,0.7976233531387238,825.0,16622.0
GRAMD1C,0.7976233531387238,160.0,15957.0
USP17L5,0.7975716869026092,1881.0,17677.0
PGBD4,0.7975716869026092,582.0,16378.0
RTL3,0.7975716869026092,943.0,16739.0
TMPRSS12,0.7975200206664944,746.0,16541.0
GOLGA6L5P,0.7975200206664944,3901.0,19696.0
USP17L7,0.7974683544303798,2883.0,18677.0
TMEM99,0.797416688194265,760.0,16553.0
BEND6,0.7973650219581504,1108.0,16900.0
CYP2D7,0.7973650219581504,3542.0,19334.0
MICALCL,0.7973650219581504,266.0,16058.0
ARSC2,0.7973133557220357,3540.0,19331.0
EEF1AKMT1,0.7972100232498063,105.0,15894.0
SPDYE2,0.7971066907775769,1743.0,17530.0
GOLGA6L22,0.7970033583053474,2033.0,17818.0
LYZL1,0.796900025833118,1081.0,16864.0
ZNF98,0.7968483595970034,951.0,16733.0
CYYR1,0.7967966933608887,44.0,15825.0
C16ORF46,0.7965383621803152,1974.0,17750.0
CGF1,0.7964866959442005,3541.0,19316.0
OVCH1,0.7964866959442005,306.0,16081.0
PDXDC2P,0.7964350297080858,3789.0,19563.0
OR10K1,0.796383363471971,2511.0,18284.0
UOX,0.7963316972358564,3221.0,18993.0
FAM214B,0.7962800309997417,150.0,15921.0
MIR297,0.7960733660552829,3870.0,19637.0
FAM53A,0.7959700335830535,981.0,16746.0
STEAP1B,0.7959183673469388,917.0,16681.0
RTP2,0.795866701110824,352.0,16115.0
COA1,0.7958150348747094,258.0,16020.0
OR51A7,0.79571170240248,1597.0,17357.0
ZNF56,0.7956600361663653,3755.0,19514.0
DCAF8L1,0.7955050374580211,902.0,16658.0
KIAA1841,0.7954533712219065,394.0,16149.0
ZNF311,0.7954533712219065,157.0,15912.0
LCN9,0.7954017049857918,1154.0,16908.0
TP53TG3,0.7953500387496771,1756.0,17509.0
FAM217B,0.795195040041333,797.0,16547.0
ZNF66,0.7949883750968741,1215.0,16961.0
PLET1,0.7949367088607595,53.0,15798.0
PRSS45P,0.7949367088607595,688.0,16433.0
SHISAL1,0.7948333763885301,976.0,16719.0
ERVMER34-1,0.7948333763885301,679.0,16422.0
MIR4664,0.7947300439163006,3932.0,19673.0
OIT3,0.7947300439163006,444.0,16185.0
B4GAT1,0.794678377680186,120.0,15860.0
CFAP206,0.7946267114440713,115.0,15854.0
TAS2R3,0.7945233789718419,446.0,16183.0
IFNA5,0.7944717127357273,721.0,16457.0
OR2B6,0.7944717127357273,2663.0,18399.0
ASPHD2,0.7943683802634978,90.0,15824.0
MUC2,0.7943167140273831,602.0,16335.0
CABCOCO1,0.7942650477912684,455.0,16187.0
ZNF227,0.7941100490829243,20.0,15749.0
DEFB134,0.7940583828468096,3133.0,18861.0
PRH1,0.7940583828468096,38.0,15766.0
EDDM3B,0.7939550503745803,1021.0,16747.0
PRR34,0.7939550503745803,2531.0,18257.0
FAM83E,0.7939033841384655,366.0,16091.0
HARBI1,0.7939033841384655,589.0,16314.0
OR6C75,0.7938000516662361,1585.0,17308.0
KIAA0232,0.7936967191940068,545.0,16266.0
CCDC181,0.793645052957892,138.0,15858.0
MIR767,0.793645052957892,3887.0,19607.0
OR8H2,0.7935933867217774,2959.0,18678.0
SPEF1,0.7935417204856626,260.0,15978.0
LINC01595,0.7933867217773185,4023.0,19738.0
LRRC73,0.7933867217773185,1071.0,16786.0
CALHM2,0.7933867217773185,1159.0,16874.0
OR5B12,0.7932833893050891,3504.0,19217.0
RNF214,0.7931800568328597,366.0,16077.0
RBM44,0.7930767243606304,1185.0,16894.0
GPR82,0.7929733918884009,1194.0,16901.0
MIR219B,0.7929733918884009,3997.0,19704.0
PRRG1,0.7929733918884009,113.0,15820.0
TSIX,0.7928700594161715,3417.0,19122.0
POC1B-GALNT4,0.7928183931800569,60.0,15764.0
ZSCAN23,0.7927667269439421,245.0,15948.0
ZNF607,0.7927667269439421,121.0,15824.0
WFDC5,0.7927150607078275,112.0,15814.0
PSG6,0.7925083957633686,1802.0,17500.0
ZNF439,0.792456729527254,1871.0,17568.0
IFNA16,0.7924050632911392,1936.0,17632.0
ZG16B,0.7923533970550245,523.0,16218.0
B3GNT4,0.7923533970550245,214.0,15909.0
PLBD2,0.7923017308189099,67.0,15761.0
FAM124B,0.792095065874451,420.0,16110.0
PNMA5,0.791940067166107,692.0,16379.0
OR10J5,0.791940067166107,961.0,16648.0
RNF175,0.791940067166107,878.0,16565.0
MIR4719,0.7918884009299922,4010.0,19696.0
AMER3,0.7918367346938775,289.0,15974.0
FABP12,0.7917334022216481,797.0,16480.0
TMEM213,0.7917334022216481,190.0,15873.0
TMEM80,0.7916817359855335,20.0,15702.0
NLRP14,0.7916300697494187,345.0,16026.0
ZNF14,0.7915784035133041,733.0,16413.0
RNU4ATAC,0.7915784035133041,360.0,16040.0
C2ORF81,0.7914750710410746,411.0,16089.0
ZNF343,0.79142340480496,33.0,15710.0
KRT85,0.7912684060966159,3.0,15677.0
CTXN2,0.7912167398605011,255.0,15928.0
SMIM1,0.7912167398605011,1114.0,16787.0
SFTA2,0.7911650736243865,28.0,15700.0
TEX12,0.7911134073882717,16.0,15687.0
TREML1,0.7910100749160424,118.0,15787.0
NHLRC4,0.7910100749160424,2679.0,18348.0
TAS2R43,0.7909584086799276,1271.0,16939.0
POLR2M,0.7909584086799276,624.0,16292.0
SMIM4,0.7908550762076982,778.0,16444.0
TMEM185B,0.7908034099715836,403.0,16068.0
STKLD1,0.7907775768535262,482.0,16146.5
PCDHA3,0.7907517437354689,199.0,15863.0
CCDC97,0.7907000774993542,444.0,16107.0
BPIFB4,0.7906484112632395,1083.0,16745.0
SLC25A2,0.7906484112632395,265.0,15927.0
TAAR2,0.7905967450271247,216.0,15877.0
MRGPRE,0.7905967450271247,656.0,16317.0
KATNBL1,0.7905450787910101,320.0,15980.0
SLFN13,0.7904417463187807,431.0,16089.0
TTC17,0.7901834151382072,426.0,16079.0
PACRGL,0.7901317489020925,71.0,15723.0
FAM166C,0.7901317489020925,3215.0,18867.0
ZNF90,0.7900284164298631,366.0,16016.0
LYPD8,0.7900284164298631,2457.0,18107.0
DTHD1,0.7897700852492896,158.0,15803.0
NATD1,0.7896667527770602,1039.0,16682.0
SLC25A47,0.7896150865409455,99.0,15741.0
CCDC84,0.7896150865409455,550.0,16192.0
OR4E2,0.7895634203048308,2816.0,18457.0
PYY2,0.7894600878326014,3999.0,19638.0
ZNF133,0.7894084215964867,48.0,15686.0
FCRL1,0.7894084215964867,1525.0,17163.0
OR52N2,0.789356755360372,2441.0,18078.0
NCMAP,0.7893050891242573,737.0,16373.0
DNAAF3,0.7893050891242573,165.0,15801.0
ATP6AP1L,0.7893050891242573,86.0,15722.0
TAS2R16,0.7892534228881426,599.0,16234.0
CCDC81,0.7892017566520279,1346.0,16980.0
ZNF720,0.7891500904159132,293.0,15926.0
SMCP,0.7890467579436838,665.0,16296.0
TMEM207,0.7889950917075691,16.0,15646.0
KCNQ5-AS1,0.7888917592353397,4106.0,19734.0
FAM47E,0.7887367605269956,336.0,15961.0
KRT72,0.7887367605269956,46.0,15671.0
GSAP,0.788685094290881,130.0,15754.0
RTL8B,0.7886334280547662,2367.0,17990.0
CLEC4F,0.7884784293464221,168.0,15788.0
IFI27L2,0.7884784293464221,889.0,16509.0
CEP44,0.7884267631103075,286.0,15905.0
C17ORF75,0.7884267631103075,18.0,15637.0
LGALS12,0.7884267631103075,378.0,15997.0
MAP11,0.7884267631103075,83.0,15702.0
FBXO47,0.7883750968741927,67.0,15685.0
C12ORF66,0.7882717644019633,64.0,15680.0
ADIG,0.7879617669852751,165.0,15775.0
ZNF558,0.7879617669852751,810.0,16420.0
STIMATE-MUSTN1,0.7879101007491605,357.0,15966.0
ZDHHC19,0.7876001033324722,292.0,15895.0
FYB2,0.7875484370963576,350.0,15952.0
FAM43A,0.7874967708602428,163.0,15764.0
TEPP,0.7874967708602428,1229.0,16830.0
RFLNB,0.7874967708602428,501.0,16102.0
RNR1,0.7874451046241281,3325.0,18925.0
ASCL5,0.7874451046241281,417.0,16017.0
DEFB126,0.7872901059157841,1969.0,17566.0
SPATA31A6,0.7872384396796693,3600.0,19196.0
RWDD4,0.7872384396796693,585.0,16181.0
ZNF250,0.7872384396796693,502.0,16098.0
SNRNP48,0.7872384396796693,1006.0,16602.0
CTAGE1,0.7872384396796693,969.0,16565.0
SHISA3,0.7871867734435546,1072.0,16667.0
USP17L24,0.78713510720744,1180.0,16774.0
C19ORF47,0.7869801084990958,1055.0,16646.0
ZDHHC12,0.7869284422629811,517.0,16107.0
KRT36,0.7869284422629811,34.0,15624.0
USP17L26,0.7868767760268665,1191.0,16780.0
C16ORF72,0.7868767760268665,545.0,16134.0
GSDMC,0.7867734435546371,292.0,15879.0
LILRA6,0.7867734435546371,1172.0,16759.0
APCDD1L,0.7867734435546371,605.0,16192.0
ZNF334,0.7867217773185223,1982.0,17568.0
ZNF283,0.7866701110824077,426.0,16011.0
NIBAN3,0.7866701110824077,900.0,16485.0
USP17L30,0.786618444846293,1193.0,16777.0
AMZ1,0.786618444846293,269.0,15853.0
MIR4492,0.786618444846293,4077.0,19661.0
USP17L25,0.786618444846293,1192.0,16776.0
USP17L29,0.7865667786101782,1196.0,16779.0
ZNF429,0.7865151123740636,725.0,16307.0
USP17L28,0.7864634461379488,1197.0,16778.0
MS4A12,0.7864634461379488,461.0,16042.0
USP17L27,0.7864634461379488,1194.0,16775.0
ZNF550,0.7864117799018342,1587.0,17167.0
LY6G6F,0.7863084474296047,209.0,15787.0
CEP112,0.7862567811934901,325.0,15902.0
MSLNL,0.7862051149573753,115.0,15691.0
MEG8,0.7862051149573753,4125.0,19701.0
MACIR,0.786101782485146,1101.0,16675.0
MAGEB1,0.7860501162490312,145.0,15718.0
PCED1A,0.7859984500129166,302.0,15874.0
ZNF107,0.7859467837768018,257.0,15828.0
LYZL4,0.7859467837768018,623.0,16194.0
HHIPL2,0.7858951175406872,293.0,15863.0
FAM90A1,0.7858951175406872,1810.0,17380.0
SPATA1,0.7858951175406872,3956.0,19526.0
MROH9,0.7857917850684578,1505.0,17073.0
C1ORF198,0.7857401188323431,2177.0,17744.0
HIGD1C,0.7857401188323431,183.0,15750.0
MORN3,0.7856884525962283,126.0,15692.0
C11ORF95,0.7856884525962283,214.0,15780.0
UBALD1,0.7856884525962283,278.0,15844.0
C2ORF88,0.7855334538878843,1178.0,16741.0
C5ORF34,0.7855334538878843,1339.0,16902.0
OR9Q2,0.7854301214156548,1413.0,16974.0
CASP16P,0.7853784551795402,228.0,15788.0
SLC25A51,0.7853784551795402,472.0,16032.0
MANSC4,0.7853784551795402,2999.0,18559.0
CWH43,0.7853267889434254,124.0,15683.0
NICN1,0.7852234564711961,671.0,16228.0
ELOA3D,0.7851201239989667,757.0,16312.0
PRAMEF26,0.785068457762852,2939.0,18493.0
THEM6,0.785068457762852,1023.0,16577.0
MTRNR2L7,0.7850167915267373,3147.0,18700.0
CCDC113,0.7850167915267373,38.0,15591.0
PSAPL1,0.7850167915267373,232.0,15785.0
DIRC1,0.7849651252906226,271.0,15823.0
MIR4738,0.7849651252906226,4121.0,19673.0
CCDC42,0.7849134590545079,72.0,15623.0
ANKRD34B,0.7849134590545079,1799.0,17350.0
LYG1,0.7847067941100491,969.0,16516.0
OTOP2,0.7846551278739344,541.0,16087.0
ZNF460,0.7846034616378197,286.0,15831.0
CASD1,0.7846034616378197,33.0,15578.0
AARD,0.7845517954017049,763.0,16307.0
ZNF554,0.7845517954017049,1726.0,17270.0
SOWAHB,0.7845001291655903,126.0,15669.0
MIR452,0.7843451304572462,4046.0,19586.0
RNF223,0.7840351330405579,1959.0,17493.0
RETREG2,0.7839834668044433,392.0,15925.0
TMEM52,0.7839318005683286,328.0,15860.0
IFNA6,0.7839318005683286,500.0,16032.0
ZNF837,0.7838801343322139,1121.0,16652.0
IFNA14,0.7838284680960992,1515.0,17045.0
KRT78,0.7838284680960992,30.0,15560.0
VSIG8,0.7837768018599846,178.0,15707.0
TMEM106A,0.7837768018599846,576.0,16105.0
OR4D10,0.7836734693877551,1561.0,17088.0
CCDC103,0.7836218031516404,515.0,16041.0
TMEM140,0.7836218031516404,420.0,15946.0
C20ORF194,0.7836218031516404,290.0,15816.0
LINC00839,0.783518470679411,4068.0,19592.0
ZNF852,0.7834668044432963,503.0,16026.0
TAS2R10,0.7833118057349522,1244.0,16764.0
ADAM18,0.7833118057349522,1107.0,16627.0
RTL8C,0.7832601394988375,827.0,16346.0
TTLL8,0.7832084732627228,77.0,15595.0
SIGLEC6,0.7832084732627228,365.0,15883.0
KRT35,0.7831568070266081,14.0,15531.0
LINC00955,0.7831568070266081,4200.0,19717.0
PRSS33,0.7831051407904934,230.0,15746.0
ZNF404,0.7830534745543787,119.0,15634.0
ZNF678,0.7829501420821493,921.0,16434.0
CLRN2,0.7827951433738052,2788.0,18298.0
SAPCD1,0.7827434771376905,2265.0,17774.0
IFI27L1,0.7826918109015758,1390.0,16898.0
FAM89B,0.7826401446654612,511.0,16018.0
RIIAD1,0.7825884784293464,1353.0,16859.0
SH2D4B,0.7825368121932317,177.0,15682.0
KRT23,0.7825368121932317,95.0,15600.0
FAM167B,0.7825368121932317,2562.0,18067.0
COLCA2,0.7823301472487729,215.0,15716.0
OR4C46,0.7823301472487729,1664.0,17165.0
TMPRSS7,0.7822784810126582,120.0,15620.0
TBCCD1,0.7822784810126582,1276.0,16776.0
CCDC89,0.7822268147765435,998.0,16497.0
SLX4IP,0.7821751485404288,135.0,15633.0
ZNF641,0.7821751485404288,1691.0,17189.0
LINC00862,0.7820718160681994,4236.0,19732.0
ZSWIM1,0.7820201498320848,3424.0,18919.0
OPN5,0.78196848359597,264.0,15758.0
