disease	diseasegroup	#diseasegenes	network	knowledgecategory	percgenesinnetwork	trainingtype	auprg	auc	Type	ntop	#tp	recall	precision	f1	matthews_corrcoef	baccuracy
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	127	127.0	0.45	0.026	0.004	0.006	0.005	0.506
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	16	16.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	2	2.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	256	256.0	0.75	0.044	0.003	0.005	0.004	0.508
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	32	32.0	0.0	0.0	0.0	0.0	-0.003	0.498
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	512	512.0	1.25	0.074	0.002	0.005	0.003	0.509
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	63	63.0	0.0	0.0	0.0	0.0	-0.004	0.497
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	n	58.0	0.0	0.0	0.0	0.0	-0.003	0.497
Acute_rhabdomyolysis	NA	58	DoRothEA	REGULATION	53.448	Random	-7.641	0.29	t	17.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	1	1.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	1024	1024.0	1.75	0.103	0.002	0.003	0.003	0.513
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	127	127.0	0.35	0.021	0.003	0.005	0.004	0.505
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	16	16.0	0.0	0.0	0.0	0.0	-0.001	0.499
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	2	2.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	256	256.0	0.75	0.044	0.003	0.005	0.006	0.512
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	32	32.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	512	512.0	1.15	0.068	0.002	0.004	0.005	0.514
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	63	63.0	0.0	0.0	0.0	0.0	-0.002	0.498
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	n	58.0	0.0	0.0	0.0	0.0	-0.002	0.498
Acute_rhabdomyolysis	NA	58	TRANSFAC	REGULATION	77.586	Random	-11.73	0.513	t	17.0	0.0	0.0	0.0	0.0	-0.001	0.499
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	1024	1024.0	1.2	0.071	0.001	0.002	-0.046	0.355
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	127	127.0	0.8	0.047	0.006	0.011	0.001	0.501
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	16	16.0	0.0	0.0	0.0	0.0	-0.006	0.497
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	2	2.0	0.0	0.0	0.0	0.0	-0.002	0.5
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	256	256.0	1.05	0.062	0.004	0.008	-0.008	0.486
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	32	32.0	0.0	0.0	0.0	0.0	-0.008	0.494
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	4	4.0	0.0	0.0	0.0	0.0	-0.003	0.499
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	512	512.0	1.05	0.062	0.002	0.004	-0.024	0.441
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	63	63.0	0.05	0.003	0.001	0.001	-0.01	0.49
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	7	7.0	0.0	0.0	0.0	0.0	-0.004	0.499
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	n	58.0	0.0	0.0	0.0	0.0	-0.011	0.49
Acute_rhabdomyolysis	NA	58	TTRUST	REGULATION	10.345	Random	-13.189	0.089	t	17.0	0.0	0.0	0.0	0.0	-0.006	0.497
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	1	1.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	1024	1024.0	1.65	0.097	0.002	0.003	0.006	0.524
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	127	127.0	0.0	0.0	0.0	0.0	-0.002	0.497
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	16	16.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	2	2.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	256	256.0	0.0	0.0	0.0	0.0	-0.003	0.494
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	32	32.0	0.0	0.0	0.0	0.0	-0.001	0.499
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	4	4.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	512	512.0	1.05	0.062	0.002	0.004	0.007	0.518
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	63	63.0	0.0	0.0	0.0	0.0	-0.002	0.498
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	n	58.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	RegNetwork	REGULATION	96.552	Random	-15.197	0.557	t	17.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	1024	1024.0	0.6	0.035	0.001	0.001	-0.012	0.455
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	127	127.0	0.0	0.0	0.0	0.0	-0.006	0.492
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	16	16.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	2	2.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	256	256.0	0.0	0.0	0.0	0.0	-0.008	0.484
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	32	32.0	0.0	0.0	0.0	0.0	-0.003	0.498
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	512	512.0	0.15	0.009	0.0	0.001	-0.01	0.473
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	63	63.0	0.0	0.0	0.0	0.0	-0.004	0.496
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	n	58.0	0.0	0.0	0.0	0.0	-0.004	0.496
Acute_rhabdomyolysis	NA	58	fitnessCRISPR	COESSENTIALITY	53.448	Random	-39.207	0.263	t	17.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	1024	1024.0	0.5	0.029	0.0	0.001	-0.019	0.433
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	127	127.0	0.05	0.003	0.0	0.001	-0.006	0.491
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	16	16.0	0.0	0.0	0.0	0.0	-0.003	0.499
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	2	2.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	256	256.0	0.05	0.003	0.0	0.0	-0.01	0.481
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	32	32.0	0.0	0.0	0.0	0.0	-0.004	0.497
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	512	512.0	0.05	0.003	0.0	0.0	-0.015	0.461
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	63	63.0	0.0	0.0	0.0	0.0	-0.005	0.495
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	7	7.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	n	58.0	0.0	0.0	0.0	0.0	-0.005	0.495
Acute_rhabdomyolysis	NA	58	fitnessRNAi	COESSENTIALITY	34.483	Random	-39.025	0.165	t	17.0	0.0	0.0	0.0	0.0	-0.003	0.499
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	1024	1024.0	1.4	0.082	0.001	0.003	-0.016	0.446
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	127	127.0	0.0	0.0	0.0	0.0	-0.009	0.488
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	16	16.0	0.0	0.0	0.0	0.0	-0.003	0.499
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	2	2.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	256	256.0	0.05	0.003	0.0	0.0	-0.012	0.478
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	32	32.0	0.0	0.0	0.0	0.0	-0.004	0.497
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	4	4.0	0.0	0.0	0.0	0.0	-0.002	0.5
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	512	512.0	0.8	0.047	0.002	0.003	-0.009	0.476
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	63	63.0	0.0	0.0	0.0	0.0	-0.006	0.494
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	7	7.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	n	58.0	0.0	0.0	0.0	0.0	-0.006	0.495
Acute_rhabdomyolysis	NA	58	coessentialityKim	COESSENTIALITY	32.759	Random	-20.552	0.193	t	17.0	0.0	0.0	0.0	0.0	-0.003	0.498
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	1024	1024.0	0.85	0.05	0.001	0.002	-0.04	0.369
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	127	127.0	0.0	0.0	0.0	0.0	-0.014	0.481
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	16	16.0	0.0	0.0	0.0	0.0	-0.005	0.498
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	2	2.0	0.0	0.0	0.0	0.0	-0.002	0.5
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	256	256.0	0.0	0.0	0.0	0.0	-0.021	0.461
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	32	32.0	0.0	0.0	0.0	0.0	-0.007	0.495
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	4	4.0	0.0	0.0	0.0	0.0	-0.003	0.499
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	512	512.0	0.35	0.021	0.001	0.001	-0.027	0.432
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	63	63.0	0.0	0.0	0.0	0.0	-0.01	0.49
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	7	7.0	0.0	0.0	0.0	0.0	-0.003	0.499
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	n	58.0	0.0	0.0	0.0	0.0	-0.01	0.491
Acute_rhabdomyolysis	NA	58	geneticBIOGRID	COESSENTIALITY	15.517	Random	-25.779	0.091	t	17.0	0.0	0.0	0.0	0.0	-0.005	0.497
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	1	1.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	1024	1024.0	2.0	0.118	0.002	0.004	0.007	0.527
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	127	127.0	0.0	0.0	0.0	0.0	-0.003	0.496
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	16	16.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	2	2.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	256	256.0	0.35	0.021	0.001	0.003	0.001	0.502
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	32	32.0	0.0	0.0	0.0	0.0	-0.001	0.499
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	512	512.0	1.1	0.065	0.002	0.004	0.006	0.516
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	63	63.0	0.0	0.0	0.0	0.0	-0.002	0.498
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	n	58.0	0.0	0.0	0.0	0.0	-0.002	0.498
Acute_rhabdomyolysis	NA	58	geneticRauscher	COESSENTIALITY	81.034	Random	-12.608	0.484	t	17.0	0.0	0.0	0.0	0.0	-0.001	0.499
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	1	1.0	0.6	0.035	0.6	0.067	0.145	0.518
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	1024	1024.0	2.05	0.121	0.002	0.004	-0.025	0.418
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	127	127.0	1.65	0.097	0.013	0.023	0.023	0.531
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	16	16.0	1.3	0.076	0.081	0.079	0.075	0.536
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	2	2.0	0.6	0.035	0.3	0.063	0.102	0.517
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	256	256.0	1.65	0.097	0.006	0.012	0.007	0.513
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	32	32.0	1.65	0.097	0.052	0.067	0.065	0.544
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	4	4.0	0.8	0.047	0.2	0.076	0.095	0.523
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	512	512.0	1.9	0.112	0.004	0.007	-0.006	0.485
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	63	63.0	1.65	0.097	0.026	0.041	0.042	0.54
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	7	7.0	1.25	0.074	0.179	0.104	0.112	0.536
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	n	58.0	1.65	0.097	0.028	0.044	0.044	0.541
Acute_rhabdomyolysis	NA	58	CORUM	COMPLEX	20.69	Random	0.698	0.231	t	17.0	1.3	0.076	0.076	0.076	0.072	0.536
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	1	1.0	0.15	0.009	0.15	0.017	0.036	0.504
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	1024	1024.0	6.2	0.365	0.006	0.012	0.032	0.615
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	127	127.0	2.75	0.162	0.022	0.038	0.054	0.573
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	16	16.0	0.9	0.053	0.056	0.055	0.053	0.525
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	2	2.0	0.3	0.018	0.15	0.032	0.051	0.509
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	256	256.0	3.55	0.209	0.014	0.026	0.046	0.588
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	32	32.0	1.5	0.088	0.047	0.061	0.061	0.542
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	4	4.0	0.45	0.026	0.112	0.043	0.054	0.513
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	512	512.0	4.9	0.288	0.01	0.019	0.042	0.611
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	63	63.0	2.4	0.141	0.038	0.06	0.069	0.567
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	7	7.0	0.45	0.026	0.064	0.038	0.04	0.513
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	n	58.0	2.15	0.126	0.037	0.057	0.065	0.56
Acute_rhabdomyolysis	NA	58	HuMAP	COMPLEX	63.793	Random	0.559	0.549	t	17.0	0.95	0.056	0.056	0.056	0.054	0.527
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	1	1.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	1024	1024.0	2.45	0.144	0.002	0.005	0.004	0.515
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	127	127.0	0.35	0.021	0.003	0.005	0.002	0.503
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	16	16.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	2	2.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	256	256.0	0.75	0.044	0.003	0.005	0.004	0.508
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	32	32.0	0.35	0.021	0.011	0.014	0.012	0.509
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	512	512.0	1.25	0.074	0.002	0.005	0.003	0.508
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	63	63.0	0.35	0.021	0.006	0.009	0.007	0.507
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	n	58.0	0.35	0.021	0.006	0.009	0.008	0.507
Acute_rhabdomyolysis	NA	58	HIunion	PPI	53.448	Random	-6.521	0.324	t	17.0	0.0	0.0	0.0	0.0	-0.002	0.499
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	1024	1024.0	3.0	0.176	0.003	0.006	0.007	0.526
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	127	127.0	0.4	0.024	0.003	0.006	0.003	0.504
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	16	16.0	0.35	0.021	0.022	0.021	0.019	0.509
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	2	2.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	256	256.0	0.9	0.053	0.004	0.007	0.006	0.511
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	32	32.0	0.35	0.021	0.011	0.014	0.012	0.508
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	4	4.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	512	512.0	1.7	0.1	0.003	0.006	0.007	0.519
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	63	63.0	0.35	0.021	0.006	0.009	0.007	0.506
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	n	58.0	0.35	0.021	0.006	0.009	0.007	0.507
Acute_rhabdomyolysis	NA	58	HuRI	PPI	46.552	Random	-3.704	0.282	t	17.0	0.35	0.021	0.021	0.021	0.019	0.509
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	1	1.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	1024	1024.0	5.95	0.35	0.006	0.011	0.039	0.646
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	127	127.0	1.65	0.097	0.013	0.023	0.033	0.545
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	16	16.0	0.25	0.015	0.016	0.015	0.014	0.507
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	2	2.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	256	256.0	2.95	0.174	0.012	0.022	0.041	0.58
